Alice,0.5,0.55
Alice,0.6,0.55
Alice,0.6,0.65
Alice,0.6,0.7000000000000001
Alice,0.6,0.7000000000000001
Alice,0.6,0.775
Alice,0.6,0.8250000000000001
Alice,0.6,0.8750000000000001
Alice,0.6,0.9250000000000002
Alice,0.6,0.9750000000000002
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.6,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.7,1.0
Alice,0.825,1.0
Alice,0.825,1.0
Alice,0.825,1.0
Alice,0.825,1.0
Alice,0.825,1.0
